column_name,proper_column_name,description,source_question,responses,dependent_variable,model_type,prefix_group,notes,flag_threshold_positive,flag_threshold_negative,score_high_means,is_subgroup_only,complementary_field,aggregation_guidance
hs_tv_viewer_not_viewer,Tv Viewer Not Viewer,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tv_most_trusted_news_msnbc,Tv Most Trusted News Msnbc,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tv_most_trusted_news_fox,Tv Most Trusted News Fox,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tv_most_trusted_news_cnn,Tv Most Trusted News Cnn,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trust_science_always,Trust Science Always,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trust_science_rarely,Trust Science Rarely,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trump_tariffs_support,Trump Tariffs Support,Trump Tariffs: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_trump_tariffs_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trump_tariffs_oppose,Trump Tariffs Oppose,Trump Tariffs: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_trump_tariffs_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trump_vs_harris_double_dislike,Trump Vs Harris Double Dislike,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trans_athlete_yes,Trans Athlete Yes,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_trans_athlete_no,Trans Athlete No,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tax_cuts_support,Tax Cuts Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_tax_cuts_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_tax_cuts_oppose,Tax Cuts Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_tax_cuts_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_solar_panel_buyer_yes,Solar Panel Buyer Yes,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_solar_panel_buyer_no,Solar Panel Buyer No,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_media_user_no_or_infrequent,Social Media User No Or Infrequent,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_media_truth_vs_speech_truth,Social Media Truth Vs Speech Truth,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_social_media_truth_vs_speech_free_speech,Social Media Truth Vs Speech Free Speech,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_sell_federal_lands_support,Sell Federal Lands Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_sell_federal_lands_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_sell_federal_lands_oppose,Sell Federal Lands Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_sell_federal_lands_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_same_sex_marriage_support,Same Sex Marriage Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_same_sex_marriage_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ro_khanna_disapproval,Ro Khanna Disapproval,Ro Khanna: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_ro_khanna_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ro_khanna_approval,Ro Khanna Approval,Ro Khanna: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_ro_khanna_disapproval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ro_khanna_approval_dem,Ro Khanna Approval Dem,Ro Khanna: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_redistricting_state_leg,Redistricting State Leg,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_redistricting_indep_com,Redistricting Indep Com,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ideology_gop_type_moderate,Ideology Gop Type Moderate,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_regulations_good,Regulations Good,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_police_trust_yes,Police Trust Yes,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_police_trust_no,Police Trust No,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_podcast_listener_yes,Podcast Listener Yes,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_podcast_listener_no,Podcast Listener No,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_newsom_disapproval_dem,Newsom Disapproval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_newsom_approval_dem,Newsom Approval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_most_important_policy_keep_safe,Most Important Policy Keep Safe,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_most_important_policy_item_religious_values,Most Important Policy Item Religious Values,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_most_important_policy_item_environment,Most Important Policy Item Environment,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_most_important_policy_item_help_people,Most Important Policy Item Help People,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_most_important_policy_item_economics,Most Important Policy Item Economics,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_mike_johnson_disapproval,Mike Johnson Disapproval,Mike Johnson: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_mike_johnson_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_mike_johnson_approval,Mike Johnson Approval,Mike Johnson: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_mike_johnson_disapproval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_mike_johnson_approval_gop,Mike Johnson Approval Gop,Mike Johnson: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_medicare_for_all_support,Medicare For All Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_medicare_for_all_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_medicare_for_all_oppose,Medicare For All Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_medicare_for_all_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_mass_deporations_oppose,Mass Deporations Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_mass_deporations_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_mass_deporations_support,Mass Deporations Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_mass_deporations_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_jd_vance_disapproval,Jd Vance Disapproval,JD Vance: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_jd_vance_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_jd_vance_approval,Jd Vance Approval,JD Vance: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_jd_vance_disapproval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_jd_vance_approval_gop,Jd Vance Approval Gop,JD Vance: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_jan_6th_pardons_oppose,Jan 6Th Pardons Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_jan_6th_pardons_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_jan_6th_pardons_support,Jan 6Th Pardons Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_jan_6th_pardons_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_israel_military_actions_support,Israel Military Actions Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_israel_military_actions_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_israel_military_actions_oppose,Israel Military Actions Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_israel_military_actions_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_israel_military_actions_gop_support,Israel Military Actions Gop Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_israel_military_actions_gop_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_israel_military_actions_gop_oppose,Israel Military Actions Gop Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_israel_military_actions_gop_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_israel_military_actions_dem_support,Israel Military Actions Dem Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_israel_military_actions_dem_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_israel_military_actions_dem_oppose,Israel Military Actions Dem Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_israel_military_actions_dem_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_insurance_of_last_resort_government_should_not_provide,Insurance Of Last Resort Government Should Not Provide,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_insurance_of_last_resort_government_should_provide,Insurance Of Last Resort Government Should Provide,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_infrastructure_funding_fund_more,Infrastructure Funding Fund More,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_inflation_fault_trump,Inflation Fault Trump,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_immigration_undesirable,Immigration Undesirable,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_immigration_process_unfair,Immigration Process Unfair,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ideology_social_conserv,Ideology Social Conserv,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ideology_primary_election_gop_prim_voter,Ideology Primary Election Gop Prim Voter,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ideology_primary_election_dem_prim_voter,Ideology Primary Election Dem Prim Voter,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_ideology_general_conservative,Ideology General Conservative,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,hs_ideology_general_liberal,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_harris_disapproval_dem,Harris Disapproval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_harris_approval_dem,Harris Approval Dem,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_gig_worker_unlikely,Gig Worker Unlikely,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more aligned with dependent variable position,no,,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_elon_musk_disapproval,Elon Musk Disapproval,Elon Musk: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_elon_musk_approval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_elon_musk_approval,Elon Musk Approval,Elon Musk: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_elon_musk_disapproval,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_elon_musk_approval_gop,Elon Musk Approval Gop,Elon Musk: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,yes,,"Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population. Note: scored only on a partisan subgroup — denominator is that subgroup, not all voters."
hs_state_level_fema_support,State Level Fema Support,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the stated/positive position,no,hs_state_level_fema_oppose,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
hs_state_level_fema_oppose,State Level Fema Oppose,Unknown: field added after 2024 PDF — no guide entry,,,,score (0–100),hs_,Not in 2024 L2/Haystaq guide,,,higher score = more likely to hold the opposing/negative position,no,hs_state_level_fema_support,Use mean score per district (0–100 scale). Scores above ~60 indicate meaningful lean; below ~40 indicate lean in opposite direction. Flag threshold (if present) marks the actionable tail population.
